Team,VenueName,City,State,Round,DistanceMiles,AdvantageScore
Xavier,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,99.3,0.8474
Northern Kentucky,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,103.3,0.8418
Dayton,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,105.0,0.8395
Purdue Fort Wayne,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,108.8,0.8342
Louisville,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,109.3,0.8335
Bellarmine,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,109.5,0.8332
Eastern Illinois,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,109.5,0.8332
Wright State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,111.5,0.8305
Illinois,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,111.7,0.8302
Valparaiso,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,126.3,0.8102
Notre Dame,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,134.2,0.7996
Evansville,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,144.2,0.7864
Southern Indiana,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,149.1,0.7799
Kentucky,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,149.3,0.7797
Chicago State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,154.9,0.7724
Illinois-Chicago,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,159.2,0.767
Illinois State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,159.4,0.7667
Ohio State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,166.6,0.7575
DePaul,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,168.5,0.7552
Eastern Kentucky,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,172.2,0.7505
Bowling Green,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,173.3,0.7492
Western Michigan,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,176.4,0.7453
Northwestern,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,177.1,0.7444
Morehead State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,182.4,0.7379
Toledo,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,186.6,0.7327
Western Kentucky,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,192.7,0.7253
Bradley,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,193.6,0.7242
Northern Illinois,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,203.4,0.7124
Michigan,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,216.3,0.6973
Eastern Michigan,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,216.7,0.6969
Southern Illinois,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,218.1,0.6952
Ohio,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,218.1,0.6952
Marshall,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,220.3,0.6927
Michigan State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,220.9,0.692
Lindenwood,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,223.7,0.6888
Saint Louis,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,231.8,0.6796
Austin Peay,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,232.5,0.6788
Detroit Mercy,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,241.3,0.6689
Marquette,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,244.1,0.6657
Western Illinois,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,244.4,0.6655
Milwaukee,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,245.8,0.6639
Murray State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,247.5,0.662
Southeast Missouri State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,248.6,0.6608
Tennessee Tech,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,250.5,0.6587
Tennessee State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,251.1,0.658
Oakland,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,252.4,0.6566
Vanderbilt,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,252.6,0.6564
Belmont,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,253.3,0.6556
Lipscomb,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,255.2,0.6535
Akron,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,260.5,0.6478
Cleveland State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,263.8,0.6442
Kent State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,270.5,0.6371
Middle Tennessee,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,270.8,0.6368
Central Michigan,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,273.3,0.6341
Tennessee-Martin,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,278.6,0.6285
Wisconsin,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,285.1,0.6218
Tennessee,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,290.0,0.6167
Youngstown State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,304.1,0.6024
Iowa,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,310.1,0.5964
East Tennessee State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,315.6,0.5909
Robert Morris,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,318.2,0.5884
Duquesne,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,328.9,0.578
Chattanooga,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,329.3,0.5776
West Virginia,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,329.7,0.5772
Pittsburgh,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,330.6,0.5764
Missouri,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,334.7,0.5724
Green Bay,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,341.6,0.5659
Alabama A&M,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,344.8,0.5629
Appalachian State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,345.6,0.5622
Western Carolina,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,347.7,0.5602
Radford,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,353.4,0.5549
Virginia Tech,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,356.0,0.5525
Mercyhurst,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,357.1,0.5515
Arkansas State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,366.2,0.5432
Northern Iowa,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,379.1,0.5316
VMI,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,386.7,0.525
Furman,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,391.6,0.5206
Clemson,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,396.5,0.5164
Gardner-Webb,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,397.1,0.5159
James Madison,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,401.2,0.5124
South Carolina Upstate,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,401.3,0.5123
Kennesaw State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,405.0,0.5091
Wake Forest,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,406.7,0.5077
Jacksonville State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,410.9,0.5042
Drake,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,412.8,0.5026
Liberty,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,413.2,0.5022
Lafayette,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,416.9,0.4992
Mississippi,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,417.0,0.499
Iowa State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,421.1,0.4957
Missouri State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,423.9,0.4933
Georgia Tech,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,425.0,0.4925
High Point,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,426.0,0.4917
Georgia State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,426.7,0.4911
Charlotte,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,427.7,0.4903
Virginia,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,428.1,0.49
UNC Greensboro,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,429.7,0.4886
Georgia,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,430.7,0.4878
St. Bonaventure,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,431.1,0.4875
West Georgia,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,431.6,0.4871
UAB,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,434.2,0.485
Niagara,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,436.0,0.4835
Winthrop,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,436.1,0.4835
Samford,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,436.7,0.4829
Canisius,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,437.1,0.4827
Buffalo,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,439.4,0.4807
Memphis,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,441.1,0.4794
Elon,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,441.7,0.4789
Penn State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,442.4,0.4784
Kansas City,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,450.7,0.4718
Longwood,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,451.9,0.4709
Alabama,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,459.2,0.4652
Mississippi State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,460.8,0.4639
North Carolina A&T,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,465.6,0.4603
North Carolina,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,470.2,0.4567
Duke,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,471.2,0.4559
Central Arkansas,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,473.5,0.4542
North Carolina Central,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,474.4,0.4535
George Mason,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,477.2,0.4514
Little Rock,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,486.6,0.4444
American,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,487.5,0.4437
Georgetown,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,488.7,0.4429
South Carolina,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,489.0,0.4426
Kansas,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,489.5,0.4422
George Washington,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,490.2,0.4418
Mississippi Valley State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,490.3,0.4417
Howard,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,491.4,0.4409
NC State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,492.7,0.4399
Virginia Commonwealth,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,493.6,0.4392
Bucknell,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,494.5,0.4386
Auburn,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,496.9,0.4368
Mercer,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,499.0,0.4353
Arkansas-Pine Bluff,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,500.7,0.4341
Maryland-Baltimore County,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,504.6,0.4313
Arkansas,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,504.7,0.4312
Campbell,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,505.1,0.4309
Coppin State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,506.8,0.4297
Minnesota,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,508.3,0.4286
Towson,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,508.3,0.4286
Loyola (MD),Gainbridge Fieldhouse,Indianapolis,IN,First/Second,508.8,0.4283
Morgan State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,510.5,0.4271
Alabama State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,511.4,0.4264
South Carolina State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,523.2,0.4181
Creighton,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,524.3,0.4174
Omaha,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,527.6,0.4151
Cornell,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,536.5,0.409
William & Mary,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,538.0,0.4079
Troy,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,550.2,0.3997
Delaware,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,552.5,0.3982
East Carolina,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,552.9,0.3979
Binghamton,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,555.0,0.3965
Kansas State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,557.3,0.395
Nebraska,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,558.6,0.3942
Georgia Southern,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,562.8,0.3914
Jackson State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,563.3,0.3911
Hampton,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,564.0,0.3906
Syracuse,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,566.3,0.3892
Delaware State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,567.1,0.3886
Old Dominion,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,569.1,0.3873
Coastal Carolina,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,570.9,0.3862
Lehigh,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,571.5,0.3858
Maryland-Eastern Shore,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,572.2,0.3853
Norfolk State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,572.6,0.3851
Villanova,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,573.1,0.3847
Charleston Southern,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,577.7,0.3818
Saint Joseph's,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,578.5,0.3813
Pennsylvania,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,581.1,0.3796
Drexel,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,581.4,0.3795
Temple,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,583.1,0.3784
La Salle,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,583.1,0.3784
Tulsa,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,588.4,0.3751
Colgate,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,589.6,0.3743
Oral Roberts,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,592.0,0.3728
South Dakota,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,596.5,0.37
Louisiana-Monroe,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,598.4,0.3689
Rider,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,604.6,0.3651
Princeton,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,608.9,0.3624
Southern Mississippi,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,609.5,0.3621
Alcorn State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,612.2,0.3605
Wichita State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,616.0,0.3582
Louisiana Tech,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,617.1,0.3575
Grambling,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,619.9,0.3559
Rutgers,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,621.2,0.3551
South Dakota State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,630.4,0.3497
Seton Hall,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,631.1,0.3493
NJIT,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,634.7,0.3472
South Alabama,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,636.8,0.346
North Alabama,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,636.8,0.346
Saint Peter's,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,640.2,0.344
Monmouth,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,643.3,0.3423
Oklahoma State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,645.9,0.3408
Columbia,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,646.2,0.3406
Manhattan,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,646.2,0.3406
Davidson,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,649.4,0.3388
Fordham,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,650.3,0.3383
Florida State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,652.5,0.337
Marist,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,653.3,0.3366
Florida A&M,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,654.0,0.3362
St. John's (NY),Gainbridge Fieldhouse,Indianapolis,IN,First/Second,654.9,0.3357
Iona,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,655.8,0.3352
Hofstra,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,664.9,0.3302
Albany (NY),Gainbridge Fieldhouse,Indianapolis,IN,First/Second,671.0,0.3268
Northwestern State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,676.5,0.3238
Southeastern Louisiana,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,683.5,0.3201
Fairfield,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,684.2,0.3197
Sacred Heart,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,685.2,0.3192
Stony Brook,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,690.4,0.3164
Oklahoma,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,694.1,0.3145
Yale,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,698.6,0.3121
Jacksonville,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,699.0,0.3119
New Haven,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,700.1,0.3113
East Texas A&M,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,704.4,0.3092
Quinnipiac,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,704.5,0.3091
Louisiana State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,706.0,0.3083
Louisiana,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,706.0,0.3083
New Orleans,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,708.0,0.3073
Central Connecticut State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,712.9,0.3048
Tulane,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,714.7,0.3038
North Dakota State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,726.9,0.2978
Florida,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,731.8,0.2953
Stephen F. Austin,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,736.3,0.2931
Nicholls State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,737.7,0.2924
Vermont,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,738.6,0.292
Connecticut,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,740.3,0.2912
Southern Methodist,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,759.9,0.2818
Dartmouth,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,763.6,0.2801
Holy Cross,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,766.5,0.2788
McNeese,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,773.0,0.2757
Bryant,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,777.5,0.2737
UT Arlington,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,779.4,0.2728
Providence,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,782.1,0.2716
North Dakota,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,782.1,0.2716
Brown,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,783.3,0.271
Rhode Island,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,783.5,0.271
Bethune-Cookman,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,784.9,0.2703
Stetson,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,790.8,0.2676
Texas Christian,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,791.2,0.2675
Merrimack,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,793.9,0.2663
Massachusetts-Lowell,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,795.5,0.2656
Boston College,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,799.7,0.2637
Stonehill,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,801.9,0.2628
Harvard,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,802.4,0.2626
Boston University,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,803.2,0.2622
Massachusetts,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,803.6,0.262
Northeastern,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,803.7,0.262
Lamar,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,807.3,0.2604
Sam Houston,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,818.6,0.2555
New Hampshire,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,820.0,0.2549
UCF,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,821.4,0.2543
Baylor,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,835.6,0.2484
South Florida,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,835.6,0.2484
North Florida,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,835.6,0.2484
Tarleton State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,851.3,0.242
Texas A&M,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,854.1,0.2409
Houston,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,867.1,0.2357
Texas Southern,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,867.6,0.2355
Prairie View A&M,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,868.5,0.2352
Rice,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,869.4,0.2348
Houston Christian,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,874.4,0.2329
Abilene Christian,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,907.3,0.2204
Texas,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,924.8,0.2141
Florida Gulf Coast,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,953.0,0.2043
Texas State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,953.2,0.2042
Maine,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,959.0,0.2022
Texas Tech,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,969.1,0.1988
Northern Colorado,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,979.6,0.1954
Incarnate Word,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,996.2,0.1901
UTSA,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,996.3,0.1901
Denver,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,997.7,0.1896
Air Force,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,998.5,0.1893
Colorado State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,999.1,0.1892
Florida Atlantic,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1004.5,0.1875
Colorado,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1011.4,0.1853
Wyoming,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1022.6,0.1819
Florida International,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1023.9,0.1815
Miami (FL),Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1028.2,0.1802
St. Thomas,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1072.9,0.1673
Texas-Rio Grande Valley,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1159.1,0.1449
New Mexico,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1165.5,0.1433
Saint Mary's,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1199.1,0.1355
New Mexico State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1257.7,0.1229
North Texas,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1263.2,0.1218
UTEP,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1263.4,0.1218
Navy,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1295.0,0.1155
Montana State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1323.0,0.1102
Utah State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1344.6,0.1064
Brigham Young,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1345.0,0.1063
Utah Valley,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1348.3,0.1057
Utah,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1351.0,0.1052
Weber State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1353.7,0.1047
Idaho State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1374.6,0.1012
Northern Arizona,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1428.4,0.0925
Southern Utah,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1452.8,0.0888
Montana,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1472.3,0.086
Arizona,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1474.5,0.0856
Utah Tech,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1489.0,0.0836
Arizona State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1489.7,0.0835
Grand Canyon,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1497.2,0.0825
Long Island University,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1542.5,0.0765
Boise State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1564.0,0.0738
Nevada-Las Vegas,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1592.6,0.0703
Idaho,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1614.3,0.0678
Washington State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1620.5,0.0672
Gonzaga,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1640.0,0.065
Eastern Washington,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1646.8,0.0643
UC Riverside,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1760.3,0.0532
California Baptist,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1765.8,0.0527
San Diego State,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1778.8,0.0516
Nevada,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1780.0,0.0515
UC San Diego,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1783.9,0.0511
San Diego,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1784.2,0.0511
Cal State Fullerton,Gainbridge Fieldhouse,Indianapolis,IN,First/Second,1791.3,0.0505
